Training log:
epoch	loss	v_loss	|	tr_maf1	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_maf1	t_f1	t_pre	t_rec
101	0.3308	0.3695	|	0.8853	0.8828	0.8828	0.8828	|	0.8320	0.8354	0.8354	0.8354	|	0.8445	0.8476	0.8476	0.8476	|  Best result at epoch 99
102	0.3689	0.4732	|	0.8422	0.8326	0.8326	0.8326	|	0.8241	0.8171	0.8171	0.8171	|	0.7659	0.7561	0.7561	0.7561	|  Best result at epoch 99
103	0.4717	0.4520	|	0.8673	0.8630	0.8630	0.8630	|	0.7987	0.8049	0.8049	0.8049	|	0.8329	0.8354	0.8354	0.8354	|  Best result at epoch 99
104	0.4514	0.3958	|	0.8745	0.8676	0.8676	0.8676	|	0.8481	0.8476	0.8476	0.8476	|	0.8207	0.8171	0.8171	0.8171	|  Best result at epoch 99
105	0.3946	0.3304	|	0.8883	0.8858	0.8858	0.8858	|	0.8629	0.8659	0.8659	0.8659	|	0.8362	0.8415	0.8415	0.8415	|  Best result at epoch 99
106	0.3297	0.3182	|	0.8990	0.8980	0.8980	0.8980	|	0.8619	0.8659	0.8659	0.8659	|	0.8887	0.8902	0.8902	0.8902	|  Best result at epoch 99
107	0.3172	0.3218	|	0.8845	0.8843	0.8843	0.8843	|	0.8739	0.8841	0.8841	0.8841	|	0.8607	0.8659	0.8659	0.8659	|  Best result at epoch 99
108	0.3212	0.3489	|	0.8768	0.8782	0.8782	0.8782	|	0.8829	0.8841	0.8841	0.8841	|	0.8557	0.8598	0.8598	0.8598	|  Best result at epoch 99
109	0.3480	0.4120	|	0.8402	0.8524	0.8524	0.8524	|	0.7979	0.8415	0.8415	0.8415	|	0.8405	0.8476	0.8476	0.8476	|  Best result at epoch 99
110	0.4115	0.3697	|	0.8699	0.8721	0.8721	0.8721	|	0.8668	0.8720	0.8720	0.8720	|	0.8283	0.8354	0.8354	0.8354	|  Best result at epoch 99
111	0.3691	0.3336	|	0.8951	0.8950	0.8950	0.8950	|	0.8764	0.8841	0.8841	0.8841	|	0.8603	0.8659	0.8659	0.8659	|  Best result at epoch 99
112	0.3329	0.2992	|	0.9067	0.9056	0.9056	0.9056	|	0.8792	0.8841	0.8841	0.8841	|	0.8702	0.8720	0.8720	0.8720	|  Best result at epoch 99
113	0.2983	0.2938	|	0.9016	0.8995	0.8995	0.8995	|	0.8836	0.8902	0.8902	0.8902	|	0.8682	0.8720	0.8720	0.8720	|  Best result at epoch 99
114	0.2930	0.2933	|	0.9085	0.9072	0.9072	0.9072	|	0.8792	0.8841	0.8841	0.8841	|	0.8819	0.8841	0.8841	0.8841	|  Best result at epoch 99
115	0.2923	0.2851	|	0.8989	0.8980	0.8980	0.8980	|	0.8792	0.8841	0.8841	0.8841	|	0.8814	0.8841	0.8841	0.8841	|  Best result at epoch 99
116	0.2844	0.2823	|	0.9074	0.9072	0.9072	0.9072	|	0.8792	0.8841	0.8841	0.8841	|	0.8926	0.8963	0.8963	0.8963	|  Best result at epoch 99
117	0.2814	0.2799	|	0.9016	0.9011	0.9011	0.9011	|	0.8792	0.8841	0.8841	0.8841	|	0.8814	0.8841	0.8841	0.8841	|  Best result at epoch 99
118	0.2792	0.2779	|	0.9043	0.9041	0.9041	0.9041	|	0.8792	0.8841	0.8841	0.8841	|	0.8926	0.8963	0.8963	0.8963	|  Best result at epoch 99
119	0.2770	0.2757	|	0.9043	0.9041	0.9041	0.9041	|	0.8792	0.8841	0.8841	0.8841	|	0.8870	0.8902	0.8902	0.8902	|  Best result at epoch 99
120	0.2749	0.2737	|	0.9056	0.9056	0.9056	0.9056	|	0.8792	0.8841	0.8841	0.8841	|	0.8926	0.8963	0.8963	0.8963	|  Best result at epoch 99
